issue,project,url,estimate,closed,labels,milestone
"As a user, I want to filter the list of books by annotator so that I can narrow the list based on which the Winthrops I'm interested in.",winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/77,1.0,2018-09-30 18:24:13+00:00,,Book search and browse
"As a user, I want to see the bibliographic details for a single book in the Winthrop library so I can see the publication history and where the volume is currently held.",winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/72,2.0,2018-07-16 19:28:32+00:00,,Book search and browse
"As a user, I want to see an indication of which books in the list are annotated so I can look at the annotations.",winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/71,1.0,2018-07-16 19:16:09+00:00,,Book search and browse
"As a user, I want to change how the list of books is sorted so that I can browse the list by publication date or author.",winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/70,1.0,2018-07-16 19:11:23+00:00,,Book search and browse
"As a user, I want to view a paginated list of books associated with the Winthrops so that I can browse the books they owned.",winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/69,5.0,2018-07-16 19:05:29+00:00,,Book search and browse
"As an annotation admin, I want an easy way to associate footnotes with annotations so that I can document known references and other details.",winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/68,1.0,2018-01-24 16:40:54+00:00,,Annotation Admin Enhancements
"As an annotation admin, I want a way to get from the annotation capture interface to the admin interface so that I can add structured footnotes to annotations.",winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/67,2.0,2018-01-24 16:27:17+00:00,,Annotation Admin Enhancements
"As an annotation editor, I want to take notes while I'm capturing and describing an annotation so I can document references or other information.",winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/66,2.0,2018-01-24 16:14:38+00:00,,Annotation Admin Enhancements
Configure Travis-CI build to use MySQL,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/61,,2018-01-08 22:42:44+00:00,,
Internal Server 500 error on annotation save (MySQL Foreign Key constraint failure),winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/60,,2017-06-14 16:53:45+00:00,,Annotation admin
javascript regression on test site,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/59,,2017-06-14 17:09:40+00:00,,Annotation admin
admin: revise annotation admin layout,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/57,,2017-06-20 17:43:47+00:00,awaiting testing,Annotation admin
annotation: revise annotation display,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/56,,2017-06-20 17:06:18+00:00,awaiting testing,Annotation admin
admin: Fix links for usability on admin,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/54,,2017-06-10 10:47:00+00:00,,Annotation admin
annotations: users can also user arrow-key down,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/53,,2017-06-10 10:48:12+00:00,,Annotation admin
data import: geonames_id ,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/52,,2017-03-07 03:57:46+00:00,,Bio/Bibliographic admin interface
select annotations tag from auto-complete,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/51,,2017-04-13 12:11:04+00:00,,Annotation admin
add and delete annotations tags,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/50,,2017-04-13 12:13:54+00:00,,Annotation admin
annotation + language,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/49,,2017-04-13 12:16:51+00:00,,Annotation admin
digitized books,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/48,,2017-06-13 12:49:28+00:00,,Annotation admin
annotation author,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/47,,2017-06-14 17:23:15+00:00,,Annotation admin
annotation editing,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/46,,2017-04-13 12:27:53+00:00,,Annotation admin
annotation + subject,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/44,,2017-06-10 10:59:17+00:00,,Annotation admin
annotation tags,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/43,,2017-04-13 12:36:34+00:00,,Annotation admin
annotation + optional fields,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/42,,2017-04-13 12:39:38+00:00,,Annotation admin
annotation + anchor text & translation,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/41,,2017-06-10 11:01:09+00:00,,Annotation admin
annotation + optional translation,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/40,,2017-04-13 12:40:05+00:00,,Annotation admin
Image selection + marginalia transcription,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/39,,2017-04-13 12:40:23+00:00,,Annotation admin
Switch to mezzanine version of grappelli,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/38,,2017-02-20 16:40:03+00:00,,Bio/Bibliographic admin interface
Book title display,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/37,,2017-03-01 03:14:17+00:00,,Bio/Bibliographic admin interface
data import - viaf lookup,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/36,,2017-03-03 05:04:52+00:00,,Bio/Bibliographic admin interface
data import - people birth/death dates,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/35,,2017-03-01 03:17:53+00:00,,Bio/Bibliographic admin interface
data editor group permissions,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/34,,2017-03-03 05:06:57+00:00,,Bio/Bibliographic admin interface
user permissions,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/33,,2017-03-07 03:42:15+00:00,,Bio/Bibliographic admin interface
princeton login,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/32,,2017-01-25 19:39:47+00:00,,Bio/Bibliographic admin interface
data import,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/31,,2017-03-07 03:26:22+00:00,,Bio/Bibliographic admin interface
inline footnote editing for book and book-person,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/30,,2017-03-07 03:43:01+00:00,,Bio/Bibliographic admin interface
add/edit bibliographic items for footnotes sources,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/29,,2017-03-07 03:49:03+00:00,,Bio/Bibliographic admin interface
add/edit footnote and associate with anything,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/28,,2017-06-15 09:11:24+00:00,awaiting testing,Annotation admin
add/edit footnote source type,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/27,,2017-03-07 03:25:11+00:00,,Bio/Bibliographic admin interface
person list filter fields,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/26,,2017-03-03 05:01:45+00:00,,Bio/Bibliographic admin interface
person list fields,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/25,,2017-03-03 04:28:03+00:00,,Bio/Bibliographic admin interface
edit person - view associated books,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/24,,2017-03-01 03:42:18+00:00,,Bio/Bibliographic admin interface
edit person - autopopulate data from VIAF,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/23,,2017-03-03 03:58:47+00:00,,Bio/Bibliographic admin interface
edit person - VIAF lookup,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/22,,2017-03-03 03:59:58+00:00,,Bio/Bibliographic admin interface
edit person - view related people,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/21,,2017-03-08 21:01:11+00:00,,Bio/Bibliographic admin interface
edit person - edit related people inline,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/20,,2017-03-03 04:33:05+00:00,,Bio/Bibliographic admin interface
add/edit person relationship types,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/19,,2017-03-03 04:39:32+00:00,,Bio/Bibliographic admin interface
edit person - residences,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/18,,2017-03-03 04:39:57+00:00,,Bio/Bibliographic admin interface
add/edit people,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/17,,2017-03-01 03:39:32+00:00,,Bio/Bibliographic admin interface
book search fields,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/16,,2017-03-03 04:43:49+00:00,question,Bio/Bibliographic admin interface
book browse list filters,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/15,,2017-01-25 20:24:30+00:00,,Bio/Bibliographic admin interface
book browse list fields,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/14,,2017-03-03 04:57:43+00:00,,Bio/Bibliographic admin interface
"edit catalog, bound volumes & order",winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/13,,2017-03-08 21:04:48+00:00,question,Bio/Bibliographic admin interface
book + owning institution,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/12,,2017-01-25 19:40:24+00:00,,Bio/Bibliographic admin interface
edit book - book/person interactions,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/11,,2017-01-25 20:38:17+00:00,question,Bio/Bibliographic admin interface
edit book - editors/authors,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/10,,2017-01-25 20:27:44+00:00,,Bio/Bibliographic admin interface
"edit books - inline edit for language, subject, owning institution",winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/9,,2017-01-25 20:32:35+00:00,,Bio/Bibliographic admin interface
add/edit books,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/8,,2017-03-01 04:04:09+00:00,question,Bio/Bibliographic admin interface
"book counts on subject, language, publisher, owning institution",winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/7,,2017-03-08 21:00:45+00:00,,Bio/Bibliographic admin interface
add/edit owning institution,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/6,,2017-03-01 03:29:22+00:00,,Bio/Bibliographic admin interface
add/edit publishers,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/5,,2017-03-03 03:42:49+00:00,,Bio/Bibliographic admin interface
add/edit languages,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/4,,2017-01-26 20:23:50+00:00,,Bio/Bibliographic admin interface
add/edit subjects,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/3,,2017-01-25 20:14:52+00:00,,Bio/Bibliographic admin interface
edit places - geonames lookup,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/2,,2017-01-25 20:09:24+00:00,,Bio/Bibliographic admin interface
add/edit places,winthrop-django,https://api.github.com/repos/Princeton-CDH/winthrop-django/issues/1,,2017-01-25 20:01:40+00:00,,Bio/Bibliographic admin interface
Add django-cas-ng 3.6+ compatibility,django-pucas,https://api.github.com/repos/Princeton-CDH/django-pucas/issues/4,,2019-08-06 13:43:30+00:00,enhancement,
Reference card on the visualizations should include reference type,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/243,,2020-01-21 18:33:41+00:00,,
Figgy connection errors are uncaught in CanvasDetail view,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/241,,2019-04-08 18:04:34+00:00,bug,
Invalid searches cause unhandled exceptions 500,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/240,,2020-01-10 14:58:37+00:00,bug,
Outwork list view on mobile displays outwork at half width,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/239,,2020-01-21 18:35:49+00:00,,
Mobile menu does not display on click with iOS 12 Safari,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/237,,2018-10-10 19:46:09+00:00,bug,
deep zoom layout broken by recent page style changes,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/236,,2018-10-10 18:17:45+00:00,bug,
"As an admin, I want to generate a data download for annotations so that I can deposit and version the data for others to use.",derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/232,2.0,2018-10-08 14:36:21+00:00,awaiting testing,Data download and fixes for public launch
"As an admin, I want to generate a data download for references by derrida work so that I can deposit and version the data for others to use.",derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/231,3.0,2018-10-08 14:37:05+00:00,awaiting testing,Data download and fixes for public launch
"As an admin, I want to create or update a Zotero library with data for all works referenced in a Derrida work so that I can make the data available for others to use.",derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/230,5.0,2018-10-08 14:37:57+00:00,awaiting testing,Data download and fixes for public launch
Duplicate ids on the visualization pages,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/229,,2018-10-04 19:49:52+00:00,bug,Data download and fixes for public launch
Accessibility issues in forms,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/228,,2018-10-08 15:30:02+00:00,accessibility;tested needs attention,Data download and fixes for public launch
Can't edit or create mezzanine or outwork pages,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/227,,2018-10-04 19:39:54+00:00,awaiting testing,Data download and fixes for public launch
annotated page view - mobile display,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/226,,2018-10-08 14:14:21+00:00,,Data download and fixes for public launch
"at certain widths, annotation panel obscures page image",derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/225,,2018-10-08 14:16:05+00:00,,Data download and fixes for public launch
Set up pa11y-ci automated testing,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/223,,2020-01-10 14:56:48+00:00,accessibility,
Facet counts report totals incorrectly for behavior (OR instead of AND),derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/220,,2018-09-20 20:57:23+00:00,bug,Data download and fixes for public launch
Sporadic ConnectionError causing 500s on page detail view,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/219,,2018-09-25 19:55:18+00:00,bug,Data download and fixes for public launch
Firefox renders annotation bounding boxes incorrectly,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/218,2.0,2018-10-08 14:17:41+00:00,bug,Data download and fixes for public launch
bug generating outwork slug ,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/217,1.0,2018-10-04 19:49:19+00:00,bug,Data download and fixes for public launch
add unit tests for xml sitemap code,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/216,,2020-01-08 15:04:53+00:00,,
add unit tests for outwork code,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/215,1.0,2018-10-04 19:20:08+00:00,,Data download and fixes for public launch
500 error on image thumbnail request for non-digitized volume,derrida-django,https://api.github.com/repos/Princeton-CDH/derrida-django/issues/214,,2018-06-22 20:04:35+00:00,bug,
